,"(mm) Precipitation (CHIRPS) at 29.0421E,-21.1324N, 2010-10-01 to 2023-09-30"
20/12/2022,2.4503
21/12/2022,0
22/12/2022,0
23/12/2022,0
24/12/2022,0
25/12/2022,0
26/12/2022,0
27/12/2022,0
28/12/2022,0
29/12/2022,0
30/12/2022,0
31/12/2022,0
1/1/2023,0
2/1/2023,0
3/1/2023,0
4/1/2023,7.2139
5/1/2023,3.6069
6/1/2023,16.5957
7/1/2023,0
8/1/2023,0
9/1/2023,0
10/1/2023,0
11/1/2023,0
12/1/2023,0
13/1/2023,0
14/1/2023,0
15/1/2023,0
16/1/2023,0
17/1/2023,0
18/1/2023,0
19/1/2023,9.3246
20/1/2023,0
21/1/2023,0
22/1/2023,0
23/1/2023,0
24/1/2023,9.7062
25/1/2023,0
26/1/2023,0
27/1/2023,0
28/1/2023,0
29/1/2023,4.6031
30/1/2023,0
31/1/2023,4.6031
1/2/2023,4.487
2/2/2023,8.974
3/2/2023,8.974
4/2/2023,4.487
5/2/2023,0
6/2/2023,0
7/2/2023,0
8/2/2023,0
9/2/2023,11.0559
10/2/2023,5.528
11/2/2023,5.7351
12/2/2023,0
13/2/2023,0
14/2/2023,17.2053
15/2/2023,11.4702
16/2/2023,4.8391
17/2/2023,4.8391
18/2/2023,12.0978
19/2/2023,0
20/2/2023,2.4196
21/2/2023,0
22/2/2023,0
23/2/2023,0
24/2/2023,0
25/2/2023,0
26/2/2023,0
27/2/2023,0
28/2/2023,0
1/3/2023,0
2/3/2023,0
3/3/2023,0
4/3/2023,0
5/3/2023,0
6/3/2023,0
7/3/2023,0
8/3/2023,0
9/3/2023,0
10/3/2023,0
11/3/2023,0
12/3/2023,0
13/3/2023,0
14/3/2023,0
15/3/2023,0
16/3/2023,0
17/3/2023,0
18/3/2023,0
19/3/2023,0
20/3/2023,0
21/3/2023,0
22/3/2023,0
23/3/2023,0
24/3/2023,0
25/3/2023,0
26/3/2023,0
27/3/2023,0
28/3/2023,0
29/3/2023,0
30/3/2023,0
31/3/2023,30.704
1/4/2023,0
2/4/2023,0
3/4/2023,0
4/4/2023,0
5/4/2023,0
6/4/2023,0
7/4/2023,0
8/4/2023,0
9/4/2023,0
10/4/2023,0
11/4/2023,0
12/4/2023,0
13/4/2023,0
14/4/2023,0
15/4/2023,0
16/4/2023,0
17/4/2023,0
18/4/2023,0
19/4/2023,0
20/4/2023,0
21/4/2023,0
22/4/2023,3.9027
23/4/2023,0
24/4/2023,0
25/4/2023,0
26/4/2023,0
27/4/2023,0
28/4/2023,0
29/4/2023,0
30/4/2023,3.8173
1/5/2023,0
2/5/2023,0
3/5/2023,0
4/5/2023,0
5/5/2023,0
6/5/2023,0
7/5/2023,0
8/5/2023,0
9/5/2023,0
10/5/2023,0
11/5/2023,0
12/5/2023,0
13/5/2023,0
14/5/2023,0
15/5/2023,0
16/5/2023,0
17/5/2023,0
18/5/2023,0
19/5/2023,0
20/5/2023,0
21/5/2023,0
22/5/2023,0
23/5/2023,0
24/5/2023,0
25/5/2023,0
26/5/2023,0
27/5/2023,0
28/5/2023,0
29/5/2023,0
30/5/2023,0
31/5/2023,0
1/6/2023,0
2/6/2023,0
3/6/2023,0
4/6/2023,0
5/6/2023,0
6/6/2023,0
7/6/2023,0
8/6/2023,0
9/6/2023,0
10/6/2023,0
11/6/2023,0
12/6/2023,0
13/6/2023,0
14/6/2023,0
15/6/2023,0
16/6/2023,0
17/6/2023,0
18/6/2023,0
19/6/2023,0
20/6/2023,0
21/6/2023,0
22/6/2023,0
23/6/2023,0
24/6/2023,0
25/6/2023,0
26/6/2023,0
27/6/2023,0
28/6/2023,0
29/6/2023,0
30/6/2023,0
1/7/2023,0
2/7/2023,0
3/7/2023,0
4/7/2023,0
5/7/2023,0
6/7/2023,0
7/7/2023,0
8/7/2023,0
9/7/2023,0
10/7/2023,0
11/7/2023,0
12/7/2023,0
13/7/2023,0
14/7/2023,0
15/7/2023,0
16/7/2023,0
17/7/2023,0
18/7/2023,0
19/7/2023,0
20/7/2023,0
21/7/2023,0
22/7/2023,0
23/7/2023,0
24/7/2023,0
25/7/2023,0
26/7/2023,0
27/7/2023,0
28/7/2023,0
29/7/2023,0
30/7/2023,0
31/7/2023,0
1/8/2023,0
2/8/2023,0
3/8/2023,0
4/8/2023,0
5/8/2023,0
6/8/2023,0
7/8/2023,0
8/8/2023,0
9/8/2023,0
10/8/2023,0
11/8/2023,0
12/8/2023,0
13/8/2023,0
14/8/2023,0
15/8/2023,0
16/8/2023,0
17/8/2023,0
18/8/2023,0
19/8/2023,0
20/8/2023,0
21/8/2023,0
22/8/2023,0
23/8/2023,0
24/8/2023,0
25/8/2023,0
26/8/2023,0
27/8/2023,0
28/8/2023,0
29/8/2023,0
30/8/2023,0
31/8/2023,0
1/9/2023,0
2/9/2023,0
3/9/2023,0
4/9/2023,0
5/9/2023,0
6/9/2023,0
7/9/2023,0
8/9/2023,0
9/9/2023,0
10/9/2023,0
11/9/2023,0
12/9/2023,0
13/9/2023,0
14/9/2023,0
15/9/2023,0
16/9/2023,0
17/9/2023,0
18/9/2023,0
19/9/2023,0
20/9/2023,0
21/9/2023,0
22/9/2023,0
23/9/2023,0
24/9/2023,0
25/9/2023,0
26/9/2023,0
27/9/2023,0
28/9/2023,0
29/9/2023,0
30/9/2023,0
